Text,Label
"From : Sent : To : Cc : Subject : Attachments : Prabhat Singh < Prabhat . Singh @ hcl . com > Tuesday , Rakesh Kumar idctimesheets @ idctechnologies . com RE : Attendance sheet Jan 19 Emp A-12654 Attendance Jan - 19 Rakesh . xlsx , SUMMARY Jan Approved Regards From : Rakesh Kumar [ mailto : kumarrakesh 64858 @ gmail . com ] Sent : Monday , January To : Prabhat . Singh @ hd . com Cc : idctimesheets @ ldctechnologies . com Subject : Attendance sheet Jan 19 Emp A Dcar sir approve my attendance sheet Thanks & Regards : : DISCLAIMER : : ",Email
"From : Sent : To : Prabhat Singh < Prabhat . Singh @ hcl . com > Tuesday , January 22 , 2019 6 : 59 AM ' Rakesh Kumar chaurasiya ' idetimesheets @ idctechnologies . com RE : Attendance, Emp id - A, Attendance . xlsx ; SUMMARY . XLSX Cc : Subject : Attachments : Approved Regards From : Rakesh Kumar chaurasiya ( mailto : rakesh . ec2014 @ gmail . com ) Sent : Monday , January To : prabhat . singh Cc : idctimesheets @ idctechnologies . com Subject : Attendance, Emp id - A, Dear Sir , Kindly request you please approve month time and summery sheet . Thanks and Regards , ",Email
"From : Sent : To : Prabhat Singh < Prabhat . Singh @ hcl.com> Tuesday , January idctimesheets RE : Attendance Approval Attendance . xlsx , SUMMARY . XLSX Ce : Subject : Attachments: Regards From : Amit Yadav ( mailto : amit65650 @ gmail . com ] Sent : Monday , January 21 , 2019 6 : 47 PM To : Prabhat Singh Cc : Idctimesheets Subject : Attendance ApprovalDear Sir , Kindly approve attendance sheet month  Thanks , And Regards . ",Email
"From : Sent : To : Cc : Subject : Attachments : Prabhat Singh < Prabhat . Singh @ hel . com > Tuesday , January 22 , 2019 6 : 36 AM ' Sharafat Ali ' Girendra ' RE : Attendance Sheet Jan ' 19 IMP ID A - 12499 Attendance Sheet Dec - Jan ' 19 . xlsx ; Summary Dec - Jan ' 19 . xlsx Approved Regards From : Sharafat Ali [ mailto : 9084782654ali @ gmail . com ] Sent : Monday , January 21 , 2019 10 : 58 AM To : prabhat . singh Cc : Girendra Subject : Attendance Sheet IMP ID _ A - 12499 Dear sir , Please check and approved my Attendance sheet ",Email
"From : Sent : To : Cc : Subject : Attachments : Prabhat Singh < Prabhat . Singh @ hcl . com > Tuesday , January Dharmendra Kumar ' idctimesheets @ idctechnologies . com RE : Attendance Emp A - 12508 Attendance Dec  & Jan . xlsx SUMMARY Dec & Jan. xlsx Regards From : Dharmendra Kumar [ mailto : dharemkr92@gmail . com ) Sent : Monday , January 21 , 2019 To : Prabhat . Singh @ hcl . com Cc : idctimesheets @ idctechnologles . com Subject : Attendance Dec & Jan Emp A - 12508 Dear sir Please check and approve my attendance sheet month ",Email
"From : Sent : To : Cc : Subject : Prabhat Singh Prabhat Singh @ hcl . com > Tuesday , January Yogendra Singh Yadav * idctimesheet ' RE : Attendance Dec18 - Jan 19 emp code - Approved Regards From : Yogendra Singh Yadav ( mailto : yogendra . 1634 @ outlook . com ] Sent : Sunday , January To : Prabhat Singh Cc : Idctimesheet Subject : Attendance Dec18 - Jan 19 emp code - 12919 Dear Sir , Please approve my attendance . ",Email
TAX INVOICE GST Invoice Number : Date of Issue : SAP Ref . No . : PO Number : Description Amount ( INR ) GST Reg . No : Place of Supply : Total Total Amount Payable Payment terms : Payment Instructions Reverse Charge is not applicable Refer to details as per Annexure - I Authorised Signatory ,Invoice
Invoice No : PO Number : Project ID : Project Name : Dated Account Manager Amount ( INR ) Item Description Item From То Billing Qty Rate Amount Amount ( INR ) ,Invoice
"From : Sent : To : Prabhat Singh < Prabhat Singh @ hel . com > Tuesday , Januaryvishal kumar kamal idctimesheets @ idctechnologies . com RE : Attendance Approval ( Emp Id : A ) attendance report of Dec . xlsx ; summary report of Dec 2018 . xlsx Cc : Subject : Attachments : Approved Regards From : Vishal kumar kamal ( mailto : vishalkamalen38 @ gmail . com ) Sent : Monday , January To : prabhat . singh @ hcl . com Cc : idctimesheets @ idctechnologies . com Subject : Fwd : Attendance Approval ( Emp Id : A -  ) Dear Sir , Here I am attaching my Attendance sheet of December So I request you to kindly check and approve my Attendance . ",Email
"Thanks regards Vishal Kumar Kamal Emp : A - 16449 9695293671 . . . . - - - - - Forwarded message - - - - - - - - - From : vishal kumar kamal < vishalkamalen38 @ gmail . com > Date : Mon , 21 Jan 2019 , 9 : 18 am Subject : Attendance Approval ( 21 - DEC - 18 TO 20 - JAN - 19 ) ( Emp Id : A - 16449 To : < prabhal singh @ hcl . com > Cc : < idctimeshects @ idctechnologics . com > Dear Sir Here I am attaching my Attendance sheet of December 2018 and Summary Report So I request you to kindly check and approve my Attendance . Thanks regards.Emp : A - ",Email
"PURCHASE ORDER PO NO PO Date Version # 1 Date PO Currency Purch . Org PO Validity Bill to Address Ship to Address Vendor Details Vendor Code : GST _ STATUS GSTIN TINNVATATRN : PAN : LST / CST : ECC : GSTIN : PAN ; CST : TINTRN : ECC : Dear Sir / Madam , Please supply the following material / service as per spec mentioned below Item Item Code Description ty Unit Unit Price Total Price Monthly Charges : 13914 Central GST State GST Delivery Date : Online Approved By : Central GST State GST Delivery Date : Mode of Shipment : Technical Manpower Services on outsource Model Period : Monthly Charges : 15044 Registered Office Address : Central GST State GST Net Value : Extension case Vertical Şi Customer : HCL infotech project name : SGPGI LUCKNOW WBS No . : : FS - SC / 17 / 001 Period : 01 . 10 . 2018 - 31 . 12 . 2018 Extion Periode : 01 . 01 . 2019 to 31 . 12 . 2019 Service Manpower service + claim Authorized Signatory Payment Terms : Terms of payment : ",Purchase
TRRN Details TRRN No : Challan Status : Challan Generated On : Establishment ID : Establishment Name : Challan Type : Total Members : Wage Month : Total Amount ( Rs ) : Payment Confirmed Monthly Contribution Challan Account - 1 Account - 2 Payment Confirmation Bank : CRN : Presentation Date : Realization Date : Date of Credit : State Bank of India ,ChallanDep
Challan Double Verification User Login : Employer ' s Code No . : Transaction Details Transaction status : Employer ' s Code No : Employer ' s Name : Challan Period : Challan Number : Challan Created Date Challan Submitted Date Amount Paid : Transaction Number : ,ChallanDep
"Checklist - - Overheads Bill Process Veridor Sap Code / Name : CENTRE BILLS MONTH OR INTERNAL ORDER NØ . . . Tick S . No . Description Remarks Yes No NA Purchase order number . . . . konta Respective Bus / Enabling functions have submitted the original Bills . | Approval on bill has been given by Cost Center Manager ! Project Head Original bill has been received from the user along Approvals and Challan / Receipt , proof attached . with Documents / Bill has been verified as per contract lagreement / PO Agreement / Contract has been attached in Vendor Master including copy PAN , Service TAX for Freight i . e . Finished goods / Spares / Documents , verified as contract / Agreement by the Store in chargel Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax Verified Byl Signature ( Store / Admin ) Verified By Functional Head Signature : Verified by RAO Signature : Name : Emp , Code - ",Checklist
Tax Invoice GST INVOICE Invoice No . Dated Supplier ' s Ref . Buyer ' s Order No . Despatch Document No . Despatched through GSTIN / UIN Description of Goods Quantity Rate per HSN / SAC GST Quantity Rate per Amount HSN / SAC Taxable Value Central Tax State Tax Total Tax Amount Authorised Signatory Company ' s PAN Declaration Tax Amount ( in words ) : ,Invoice
"Checklist – Overheads Bill Process Region . . BILL NO . . COST CENTRE . . . . . . PROFIT CENTRE . . BILLS MONTH . Vendor Sap Code / Name : Description Tick Remarks GL CODE : - Purchase order number : Respective BUs / Enabling functions have submitted the original Bills . | Approval on bill has been given by Cost Center Manager / Project Original bill has been received from the user along with Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract lagreement / PO Agreement / Contract has been attached in Vendor Master for including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as contract / Agreement by the Store in chargel Admin . Also verified the measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . Security & House Keeping Expense - Bill verified as per contract / and also attached the copy of the previous month ESI , PF and P . Tax ( If applicable ) By Signature Admin Name : Emp . Code : Signature : Verified By Functional Head Verified by RAO ",Checklist
Tax Invoice GST INVOICE Invoice No . Dated Delivery Note Supplier ' s Ref . Buyer ' s Order No . Despatch Document No . Despatched through GSTIN / UIN Description of Services HSN / SAC Quantity Rate per Amount GST Rate Central Tax State Tax Total Tax Amount Taxable Value Company ' s PAN Authorised Signatory Tax Amount ( in words ) : ,Invoice
Annexurel Product / Pack Beverage Unit Rate ( INR ) Nescafe 100 % Pure Instant Coffee Premix Coffee kg 252 . 00 Nestea Cardamom Tea Premix Cardamom Tea Kg 265 . 00 Everyday Whitener Premix Milk Powder Kg 214 . 00 Tea Bags ( Non - Nestle Product ) Tea Bags Box 108 . 00 Everyday Whitener Premix ( Without Sugar ) Milk Powder Kg 371 . 00 Everyday Low Sugar Premix Milk Powder Ке 360 . 00 Terins & Conditions : • Prices are inclusive of Value Added Tax . • Any major change in VAT structure during the term contract would need to be reviewed for impact on the final price . . All others terms would be maintained as per existing contract . • Monthly maintenance fee will be Rs . 600 per machine for locations where business is less than Rs 10000 / - per month & Rs . 400 per machine for rest of locations  ,Junk
Duty Slip No . . Customer Name . Mobile No . . Company Name . Car Booked By Car Type _ Vehicle No . _ Reporting Time : . Pick - up Location . Assignment _ Starting Time : _ Reporting Time : Releasing Time : _ Garage Time : _ Net Time : _ Date out Date in : Km Net Km Route . Today ' s service were ( Please Tick ) Amount of charge ( In Indian Rupees . . . . . . . GOOD AVG POOR Customer ' s Signature Auth . Signatory Issued by . . . . . . . . . . Received by . . . . . . . . . Checked by . . . . . . . ,DutySlip
"Checklist - Overheads Bill Region . . . . . . . Vendor Sap Cade / Name : TONER 1 Description W 33 . . . . . . . Remarks TickPurchase order number . . . . . . . . . . . . . . . . . . . . . . . Respective BUs / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract lagreement / PO Agreement Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as contract / Agreement by the Store in chargel Admin . Also verified the for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / also attached the copy of the previous month ESI , PF and P . Tax Verified By Functional Head Verified by Verified Byl Signature ( Admin ) Name : Emp . Code ",Checklist
"INVOICE GSTIN . : SAC NO . : PAN NO . : STATE S . T . Ctgry : Bill No . - Bill Date Duty Description / Particulars Rate Amount TOTAL AMOUNT CGSTI @ 2 . 5 % ) SGSTI @ 2 . 5 % ) Authorized Sichtatory Client Name : HCL INFOTECH LTD Address : SECTOR - 11 , NOIDA : SAADCH0305F124 G . S . T . IN PAN No Guest : M / S MONTHLY BILL JAN - 2019 Contact No . ",Invoice
Travel Type User Name Travel Date Reference No Cost Center No Cab Type Total Kms Extra Km Amt Extra Hrs Amt Basic Charges Night Charges Driver Toll Tax Amount Bill No . Total Amount MIS Summary Month ,Transdetails
"Checklist - Overheads Bill Process Region Vendor Sap Code / Name : . . . BILL NO . DATED PROFIT CENTRE . . AMOUNT INTERNAL ORDER NO . . . . . Description . Remarks . Purchase order number . . . . . . . . . Respective BUs / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract lagreement / PO Agreement Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in chargel Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If ) Verified By / Signature Verified By Functional Head Verified by . . . Signature : Name : Emp . Code - Mobile No : ",Checklist
TAX INVOICE Invoice No . : - Invoice Date : - State : SAC NO GSTIN : State : CAR NO Name of Service QTY RATE AMOUNT Total : Total Invoice Amount in Words : Tax Amount : GST Total Amount After Tax Authorised Signatory ,Invoice
